HGNC_ID	Approved_symbol	Approved_name	RefSeq_IDs	UniProt_ID	Ensembl_ID
HGNC:41765	MIR4750	microRNA 4750	NR_039905		ENSG00000284394
HGNC:41819	MIR4751	microRNA 4751	NR_039906		ENSG00000283842
HGNC:41803	MIR4752	microRNA 4752	NR_039907		ENSG00000264703
HGNC:41527	MIR4753	microRNA 4753	NR_039908		ENSG00000263439
HGNC:41786	MIR4754	microRNA 4754	NR_039910		ENSG00000266640
HGNC:41815	MIR4755	microRNA 4755	NR_039911		ENSG00000264616
HGNC:41529	MIR4756	microRNA 4756	NR_039913		ENSG00000265595
HGNC:41746	MIR4757	microRNA 4757	NR_039914		ENSG00000266738
HGNC:41836	MIR4758	microRNA 4758	NR_039915		ENSG00000284074
HGNC:41575	MIR4759	microRNA 4759	NR_039916		ENSG00000266133
HGNC:41698	MIR4760	microRNA 4760	NR_039917		ENSG00000263973
HGNC:41591	MIR4761	microRNA 4761	NR_039918		ENSG00000284031
HGNC:41603	MIR4762	microRNA 4762	NR_039919		ENSG00000264160
HGNC:41677	MIR4763	microRNA 4763	NR_039920		ENSG00000284175
HGNC:41714	MIR4764	microRNA 4764	NR_039921		ENSG00000266012
HGNC:41791	MIR4765	microRNA 4765	NR_039922		ENSG00000265057
HGNC:41680	MIR4766	microRNA 4766	NR_039923		ENSG00000266594
HGNC:41548	MIR4767	microRNA 4767	NR_039924		ENSG00000264268
HGNC:41592	MIR4768	microRNA 4768	NR_039925		ENSG00000265465
HGNC:41694	MIR4769	microRNA 4769	NR_039926		ENSG00000263858
HGNC:41542	MIR4770	microRNA 4770	NR_039927		ENSG00000265284
HGNC:41901	MIR4771-1	microRNA 4771-1	NR_039928		ENSG00000264793
HGNC:41774	MIR4771-2	microRNA 4771-2	NR_039929		ENSG00000266063
HGNC:41741	MIR4772	microRNA 4772	NR_039930		ENSG00000264764
HGNC:41699	MIR4773-1	microRNA 4773-1	NR_039931		ENSG00000264684
HGNC:41790	MIR4773-2	microRNA 4773-2	NR_039932		ENSG00000283569
HGNC:41873	MIR4774	microRNA 4774	NR_039933		ENSG00000265694
HGNC:41885	MIR4775	microRNA 4775	NR_039934		ENSG00000284079
HGNC:41641	MIR4776-1	microRNA 4776-1	NR_039935		ENSG00000266354
HGNC:41631	MIR4776-2	microRNA 4776-2	NR_039936		ENSG00000283637
HGNC:41773	MIR4777	microRNA 4777	NR_039937		ENSG00000263641
HGNC:41648	MIR4778	microRNA 4778	NR_039938		ENSG00000264525
HGNC:41747	MIR4779	microRNA 4779	NR_039939		ENSG00000265420
HGNC:41552	MIR4780	microRNA 4780	NR_039940		ENSG00000265003
HGNC:41769	MIR4781	microRNA 4781	NR_039942		ENSG00000283749
HGNC:41635	MIR4782	microRNA 4782	NR_039943		ENSG00000265429
HGNC:41874	MIR4783	microRNA 4783	NR_039944		ENSG00000264075
HGNC:41580	MIR4784	microRNA 4784	NR_039945		ENSG00000284149
HGNC:41889	MIR4785	microRNA 4785	NR_039946		ENSG00000283734
HGNC:41751	MIR4786	microRNA 4786	NR_039949		ENSG00000264279
HGNC:41653	MIR4787	microRNA 4787	NR_039950		ENSG00000272543
HGNC:41676	MIR4788	microRNA 4788	NR_039951		ENSG00000284561
HGNC:41719	MIR4789	microRNA 4789	NR_039952		ENSG00000264974
HGNC:41820	MIR4790	microRNA 4790	NR_039953		ENSG00000265180
HGNC:41704	MIR4791	microRNA 4791	NR_039954		ENSG00000271898
HGNC:41538	MIR4793	microRNA 4793	NR_039956		ENSG00000284575
HGNC:41829	MIR4794	microRNA 4794	NR_039957		ENSG00000264470
HGNC:41757	MIR4795	microRNA 4795	NR_039958		ENSG00000264119
HGNC:41779	MIR4796	microRNA 4796	NR_039959		ENSG00000264623
HGNC:41758	MIR4797	microRNA 4797	NR_039960		ENSG00000265850
HGNC:41616	MIR4798	microRNA 4798	NR_039961		ENSG00000264658
HGNC:41584	MIR4799	microRNA 4799	NR_039962		ENSG00000264274
HGNC:41877	MIR4800	microRNA 4800	NR_039964		ENSG00000284276
HGNC:41840	MIR4801	microRNA 4801	NR_039965		ENSG00000264319
HGNC:41658	MIR4802	microRNA 4802	NR_039966		ENSG00000263642
HGNC:41568	MIR4803	microRNA 4803	NR_039967		ENSG00000264099
HGNC:41720	MIR4804	microRNA 4804	NR_039968		ENSG00000263593
HGNC:43494	MIR4999	microRNA 4999	NR_049795		ENSG00000265390
HGNC:43464	MIR5000	microRNA 5000	NR_049796		ENSG00000263909
HGNC:43462	MIR5001	microRNA 5001	NR_049797		ENSG00000284407
HGNC:43470	MIR5002	microRNA 5002	NR_049798		ENSG00000266383
HGNC:43512	MIR5003	microRNA 5003	NR_049799		ENSG00000265160
HGNC:43532	MIR5004	microRNA 5004	NR_049800		ENSG00000284256
HGNC:43495	MIR5006	microRNA 5006	NR_049803		ENSG00000284584
HGNC:43468	MIR5007	microRNA 5007	NR_049804		ENSG00000264387
HGNC:43546	MIR5008	microRNA 5008	NR_049806		ENSG00000264483
HGNC:43458	MIR5009	microRNA 5009	NR_049807		ENSG00000264796
HGNC:43484	MIR5010	microRNA 5010	NR_049808		ENSG00000283929
HGNC:43496	MIR5011	microRNA 5011	NR_049809		ENSG00000263354
HGNC:41834	MIR5047	microRNA 5047	NR_039969		ENSG00000284368
HGNC:43480	MIR5087	microRNA 5087	NR_049810		ENSG00000283676
HGNC:43489	MIR5088	microRNA 5088	NR_049811		ENSG00000274306
HGNC:43536	MIR5089	microRNA 5089	NR_049812		ENSG00000264999
HGNC:43547	MIR5090	microRNA 5090	NR_049813		ENSG00000284176
HGNC:43478	MIR5091	microRNA 5091	NR_049814		ENSG00000266240
HGNC:43467	MIR5092	microRNA 5092	NR_049815		ENSG00000264986
HGNC:43474	MIR5093	microRNA 5093	NR_049816		ENSG00000266307
HGNC:43519	MIR5094	microRNA 5094	NR_049817		ENSG00000264966
HGNC:43540	MIR5100	microRNA 5100	NR_049836		ENSG00000263795
HGNC:43459	MIR5186	microRNA 5186	NR_049818		ENSG00000264330
HGNC:43523	MIR5187	microRNA 5187	NR_049819		ENSG00000284035
HGNC:43502	MIR5188	microRNA 5188	NR_049820		ENSG00000265345
HGNC:43515	MIR5189	microRNA 5189	NR_049821		ENSG00000263456
HGNC:43549	MIR5190	microRNA 5190	NR_049822		ENSG00000266146
HGNC:43497	MIR5191	microRNA 5191	NR_049823		ENSG00000264802
HGNC:43473	MIR5192	microRNA 5192	NR_049824		ENSG00000266097
HGNC:43534	MIR5193	microRNA 5193	NR_049825		ENSG00000283726
HGNC:43498	MIR5194	microRNA 5194	NR_049826		ENSG00000264653
HGNC:43526	MIR5195	microRNA 5195	NR_049827		ENSG00000265929
HGNC:43542	MIR5196	microRNA 5196	NR_049828		ENSG00000284034
HGNC:43450	MIR5197	microRNA 5197	NR_049829		ENSG00000266478
HGNC:43513	MIR5571	microRNA 5571	NR_049835		ENSG00000264824
HGNC:43476	MIR5572	microRNA 5572	NR_049837		ENSG00000284059
HGNC:43485	MIR5579	microRNA 5579	NR_049841		ENSG00000266570
HGNC:43482	MIR5580	microRNA 5580	NR_049843		ENSG00000266431
HGNC:43527	MIR5581	microRNA 5581	NR_049844		ENSG00000263675
HGNC:43461	MIR5582	microRNA 5582	NR_049846		ENSG00000263540
HGNC:43491	MIR5583-1	microRNA 5583-1	NR_049847		ENSG00000266148
HGNC:43471	MIR5583-2	microRNA 5583-2	NR_049848		ENSG00000283645
HGNC:43507	MIR5584	microRNA 5584	NR_049849		ENSG00000263381
HGNC:43452	MIR5585	microRNA 5585	NR_049850		ENSG00000266203
HGNC:43493	MIR5586	microRNA 5586	NR_049851		ENSG00000263629
HGNC:43508	MIR5587	microRNA 5587	NR_049852		ENSG00000266124
HGNC:43505	MIR5588	microRNA 5588	NR_106712		ENSG00000264614
HGNC:43514	MIR5589	microRNA 5589	NR_049855		ENSG00000266204
HGNC:43541	MIR5590	microRNA 5590	NR_049856		ENSG00000263783
HGNC:43531	MIR5591	microRNA 5591	NR_049857		ENSG00000264621
HGNC:43492	MIR5680	microRNA 5680	NR_049859		ENSG00000266756
HGNC:43518	MIR5681A	microRNA 5681a	NR_049860		ENSG00000266502
HGNC:43538	MIR5681B	microRNA 5681b	NR_049871		ENSG00000283505
HGNC:43477	MIR5682	microRNA 5682	NR_049861		ENSG00000264477
HGNC:43453	MIR5683	microRNA 5683	NR_049863		ENSG00000283616
HGNC:43544	MIR5684	microRNA 5684	NR_049864		ENSG00000263800
HGNC:43543	MIR5685	microRNA 5685	NR_049866		ENSG00000264056
HGNC:43457	MIR5687	microRNA 5687	NR_049869		ENSG00000265135
HGNC:43463	MIR5688	microRNA 5688	NR_049870		ENSG00000264084
HGNC:43479	MIR5689	microRNA 5689	NR_049872		ENSG00000263705
HGNC:52007	MIR5689HG	MIR5689 host gene	NR_132993		ENSG00000229401
HGNC:43490	MIR5690	microRNA 5690	NR_049873		ENSG00000265527
HGNC:43545	MIR5691	microRNA 5691	NR_049874		ENSG00000264984
HGNC:43533	MIR5692A1	microRNA 5692a-1	NR_049875		ENSG00000266318
HGNC:43466	MIR5692A2	microRNA 5692a-2	NR_049876		ENSG00000264512
HGNC:43535	MIR5692B	microRNA 5692b	NR_049889		ENSG00000264580
HGNC:43506	MIR5692C1	microRNA 5692c-1	NR_049867		ENSG00000265924
HGNC:43448	MIR5692C2	microRNA 5692c-2	NR_049868		ENSG00000266668
HGNC:43499	MIR5693	microRNA 5693	NR_049878		ENSG00000266072
HGNC:43530	MIR5694	microRNA 5694	NR_049879		ENSG00000265993
HGNC:43548	MIR5695	microRNA 5695	NR_049880		ENSG00000266721
HGNC:43516	MIR5696	microRNA 5696	NR_049881		ENSG00000264857
HGNC:43509	MIR5697	microRNA 5697	NR_049882		ENSG00000265521
HGNC:43487	MIR5698	microRNA 5698	NR_049883		ENSG00000263987
HGNC:43456	MIR5699	microRNA 5699	NR_049884		ENSG00000263511
HGNC:43521	MIR5700	microRNA 5700	NR_049885		ENSG00000266099
HGNC:43522	MIR5701-1	microRNA 5701-1	NR_049886		ENSG00000266545
HGNC:43510	MIR5701-2	microRNA 5701-2	NR_049895		ENSG00000277841
HGNC:50844	MIR5701-3	microRNA 5701-3	NR_128721		ENSG00000264902
HGNC:43503	MIR5702	microRNA 5702	NR_049887		ENSG00000263363
HGNC:43475	MIR5703	microRNA 5703	NR_049888		ENSG00000284092
HGNC:43469	MIR5704	microRNA 5704	NR_049890		ENSG00000265859
HGNC:43504	MIR5705	microRNA 5705	NR_049891		ENSG00000263981
HGNC:43500	MIR5706	microRNA 5706	NR_049892		ENSG00000264536
HGNC:43449	MIR5707	microRNA 5707	NR_049893		ENSG00000265598
HGNC:43511	MIR5708	microRNA 5708	NR_049894		ENSG00000265588
HGNC:49977	MIR5739	microRNA 5739	NR_106713		ENSG00000276162
HGNC:49930	MIR5787	microRNA 5787	NR_106714		ENSG00000275334
HGNC:50261	MIR6068	microRNA 6068	NR_106716		ENSG00000275836
HGNC:50124	MIR6069	microRNA 6069	NR_106717		ENSG00000274280
HGNC:49950	MIR6070	microRNA 6070	NR_106718		ENSG00000278433
HGNC:50229	MIR6071	microRNA 6071	NR_106719		ENSG00000278783
HGNC:50144	MIR6072	microRNA 6072	NR_106720		ENSG00000278069
HGNC:50128	MIR6073	microRNA 6073	NR_106721		ENSG00000284094
HGNC:50060	MIR6074	microRNA 6074	NR_106722		ENSG00000276878
HGNC:50198	MIR6075	microRNA 6075	NR_106723		ENSG00000273742
HGNC:50232	MIR6076	microRNA 6076	NR_106724		ENSG00000278038
HGNC:50025	MIR6077	microRNA 6077	NR_106967		ENSG00000278596
HGNC:50136	MIR6078	microRNA 6078	NR_106726		ENSG00000274809
HGNC:50114	MIR6079	microRNA 6079	NR_106727		ENSG00000283477
HGNC:50142	MIR6080	microRNA 6080	NR_106728		ENSG00000278581
HGNC:50151	MIR6081	microRNA 6081	NR_106729		ENSG00000274115
HGNC:49984	MIR6082	microRNA 6082	NR_106730		ENSG00000278502
HGNC:50076	MIR6083	microRNA 6083	NR_106731		ENSG00000276656
HGNC:50235	MIR6084	microRNA 6084	NR_106732		ENSG00000284005
HGNC:50002	MIR6085	microRNA 6085	NR_106733		ENSG00000275451
HGNC:49986	MIR6086	microRNA 6086	NR_106734		ENSG00000283493
HGNC:50164	MIR6088	microRNA 6088	NR_106736		ENSG00000275726
HGNC:50179	MIR6089	microRNA 6089	NR_106737		ENSG00000277120
HGNC:50204	MIR6090	microRNA 6090	NR_106738		ENSG00000276176
HGNC:50200	MIR6124	microRNA 6124	NR_106739		ENSG00000275373
HGNC:49931	MIR6125	microRNA 6125	NR_106740		ENSG00000284360
HGNC:50099	MIR6126	microRNA 6126	NR_106741		ENSG00000273776
HGNC:50163	MIR6127	microRNA 6127	NR_106742		ENSG00000276835
HGNC:50109	MIR6128	microRNA 6128	NR_106743		ENSG00000274770
HGNC:50220	MIR6129	microRNA 6129	NR_106745		ENSG00000273500
HGNC:50156	MIR6130	microRNA 6130	NR_106746		ENSG00000275469
HGNC:49929	MIR6131	microRNA 6131	NR_106747		ENSG00000277073
HGNC:50272	MIR6132	microRNA 6132	NR_106748		ENSG00000283923
HGNC:50007	MIR6133	microRNA 6133	NR_106749		ENSG00000276137
HGNC:49951	MIR6134	microRNA 6134	NR_106750		ENSG00000277569
HGNC:50197	MIR6165	microRNA 6165	NR_106751		ENSG00000277478
HGNC:49962	MIR6499	microRNA 6499	NR_106752		ENSG00000276622
HGNC:49935	MIR6500	microRNA 6500	NR_106754		ENSG00000275816
HGNC:50033	MIR6501	microRNA 6501	NR_106756		ENSG00000284448
HGNC:50062	MIR6502	microRNA 6502	NR_106757		ENSG00000284011
HGNC:49968	MIR6503	microRNA 6503	NR_106758		ENSG00000275344
HGNC:49976	MIR6504	microRNA 6504	NR_106759		ENSG00000275109
HGNC:50104	MIR6505	microRNA 6505	NR_106760		ENSG00000275770
HGNC:50158	MIR6506	microRNA 6506	NR_106761		ENSG00000284184
HGNC:50199	MIR6507	microRNA 6507	NR_106762		ENSG00000274056
HGNC:50217	MIR6508	microRNA 6508	NR_106763		ENSG00000275523
HGNC:50207	MIR6509	microRNA 6509	NR_106764		ENSG00000277138
HGNC:50101	MIR6510	microRNA 6510	NR_106765		ENSG00000283796
HGNC:50119	MIR6511A1	microRNA 6511a-1	NR_106766		ENSG00000275259
HGNC:50150	MIR6511A2	microRNA 6511a-2	NR_106969		ENSG00000278221
HGNC:50265	MIR6511A3	microRNA 6511a-3	NR_106970		ENSG00000276311
HGNC:50188	MIR6511A4	microRNA 6511a-4	NR_106971		ENSG00000273613
HGNC:50228	MIR6511B1	microRNA 6511b-1	NR_106775		ENSG00000284008
HGNC:50230	MIR6511B2	microRNA 6511b-2	NR_106965		ENSG00000283346
HGNC:50259	MIR6512	microRNA 6512	NR_106767		ENSG00000278418
HGNC:50247	MIR6513	microRNA 6513	NR_106768		ENSG00000284173
HGNC:50147	MIR6514	microRNA 6514	NR_106769		ENSG00000274066
HGNC:50227	MIR6515	microRNA 6515	NR_106770		ENSG00000274417
HGNC:50233	MIR6516	microRNA 6516	NR_106997		ENSG00000284250
HGNC:54165	MIR6529	microRNA 6529	NR_162125		
HGNC:49996	MIR6715A	microRNA 6715a	NR_106771		ENSG00000276857
HGNC:50249	MIR6715B	microRNA 6715b	NR_106772		ENSG00000283688
HGNC:50048	MIR6716	microRNA 6716	NR_106773		ENSG00000284246
HGNC:50000	MIR6717	microRNA 6717	NR_106774		ENSG00000284122
HGNC:50195	MIR6718	microRNA 6718	NR_106776		ENSG00000275518
HGNC:50012	MIR6719	microRNA 6719	NR_106777		ENSG00000277759
HGNC:50032	MIR6720	microRNA 6720	NR_106778		ENSG00000275859
HGNC:50049	MIR6721	microRNA 6721	NR_106779		ENSG00000284469
HGNC:49927	MIR6722	microRNA 6722	NR_106780		ENSG00000278756
HGNC:50837	MIR6724-1	microRNA 6724-1	NR_106782		ENSG00000275950
HGNC:50832	MIR6724-2	microRNA 6724-2	NR_128715		ENSG00000274060
HGNC:50842	MIR6724-3	microRNA 6724-3	NR_128716		ENSG00000277379
HGNC:50830	MIR6724-4	microRNA 6724-4	NR_128717		ENSG00000275692
HGNC:50009	MIR6726	microRNA 6726	NR_106784		ENSG00000278073
HGNC:50171	MIR6727	microRNA 6727	NR_106785		ENSG00000283712
HGNC:49961	MIR6728	microRNA 6728	NR_106786		ENSG00000274258
HGNC:50103	MIR6729	microRNA 6729	NR_106787		ENSG00000276869
HGNC:50222	MIR6730	microRNA 6730	NR_106788		ENSG00000276830
HGNC:50036	MIR6731	microRNA 6731	NR_106789		ENSG00000278034
HGNC:50066	MIR6732	microRNA 6732	NR_106790		ENSG00000283724
HGNC:50239	MIR6733	microRNA 6733	NR_106791		ENSG00000284410
HGNC:50219	MIR6734	microRNA 6734	NR_106792		ENSG00000283836
HGNC:50126	MIR6735	microRNA 6735	NR_106793		ENSG00000274975
HGNC:50072	MIR6736	microRNA 6736	NR_106794		ENSG00000278549
HGNC:50273	MIR6737	microRNA 6737	NR_106795		ENSG00000276584
HGNC:49939	MIR6738	microRNA 6738	NR_106796		ENSG00000277817
HGNC:50165	MIR6739	microRNA 6739	NR_106797		ENSG00000277681
HGNC:50082	MIR6740	microRNA 6740	NR_106798		ENSG00000275207
HGNC:50004	MIR6741	microRNA 6741	NR_106799		ENSG00000284519
HGNC:50090	MIR6742	microRNA 6742	NR_106800		ENSG00000284311
HGNC:50008	MIR6743	microRNA 6743	NR_106801		ENSG00000283920
HGNC:50051	MIR6744	microRNA 6744	NR_106802		ENSG00000275669
HGNC:50106	MIR6745	microRNA 6745	NR_106803		ENSG00000275208
HGNC:49925	MIR6746	microRNA 6746	NR_106804		ENSG00000277892
HGNC:50027	MIR6747	microRNA 6747	NR_106805		ENSG00000276102
HGNC:50141	MIR6748	microRNA 6748	NR_106806		ENSG00000284535
HGNC:50087	MIR6749	microRNA 6749	NR_106807		ENSG00000274314
HGNC:49965	MIR6750	microRNA 6750	NR_106808		ENSG00000274986
HGNC:49983	MIR6751	microRNA 6751	NR_106809		ENSG00000284489
HGNC:50020	MIR6752	microRNA 6752	NR_106810		ENSG00000276769
HGNC:50255	MIR6753	microRNA 6753	NR_106811		ENSG00000275022
HGNC:50203	MIR6754	microRNA 6754	NR_106812		ENSG00000278349
HGNC:50224	MIR6755	microRNA 6755	NR_106813		ENSG00000283744
HGNC:49974	MIR6756	microRNA 6756	NR_106814		ENSG00000284148
HGNC:50160	MIR6757	microRNA 6757	NR_106815		ENSG00000278108
HGNC:50038	MIR6758	microRNA 6758	NR_106816		ENSG00000284152
HGNC:50063	MIR6759	microRNA 6759	NR_106817		ENSG00000283621
HGNC:49955	MIR6760	microRNA 6760	NR_106818		ENSG00000273700
HGNC:49949	MIR6761	microRNA 6761	NR_106819		ENSG00000274697
HGNC:50168	MIR6762	microRNA 6762	NR_106820		ENSG00000274822
HGNC:50139	MIR6763	microRNA 6763	NR_106821		ENSG00000277052
HGNC:49994	MIR6764	microRNA 6764	NR_106822		ENSG00000283840
HGNC:50030	MIR6765	microRNA 6765	NR_106823		ENSG00000273778
HGNC:49941	MIR6766	microRNA 6766	NR_106824		ENSG00000275101
HGNC:50133	MIR6767	microRNA 6767	NR_106825		ENSG00000283180
HGNC:50264	MIR6768	microRNA 6768	NR_106826		ENSG00000274805
HGNC:50079	MIR6769A	microRNA 6769a	NR_106827		ENSG00000276641
HGNC:50016	MIR6769B	microRNA 6769b	NR_106919		ENSG00000278465
HGNC:50223	MIR6770-1	microRNA 6770-1	NR_106828		ENSG00000278265
HGNC:50115	MIR6770-2	microRNA 6770-2	NR_107060		ENSG00000277698
HGNC:50034	MIR6770-3	microRNA 6770-3	NR_107061		ENSG00000275391
HGNC:50212	MIR6771	microRNA 6771	NR_106829		ENSG00000274969
HGNC:50064	MIR6772	microRNA 6772	NR_106830		ENSG00000274816
HGNC:50132	MIR6773	microRNA 6773	NR_106831		ENSG00000284259
HGNC:50202	MIR6774	microRNA 6774	NR_106832		ENSG00000274134
HGNC:50100	MIR6775	microRNA 6775	NR_106833		ENSG00000278598
HGNC:50193	MIR6776	microRNA 6776	NR_106834		ENSG00000273606
HGNC:50173	MIR6777	microRNA 6777	NR_106835		ENSG00000274111
HGNC:50183	MIR6778	microRNA 6778	NR_106836		ENSG00000283772
HGNC:50148	MIR6779	microRNA 6779	NR_106837		ENSG00000277057
HGNC:50069	MIR6780A	microRNA 6780a	NR_106838		ENSG00000275273
HGNC:50237	MIR6780B	microRNA 6780b	NR_106894		ENSG00000276770
HGNC:50185	MIR6781	microRNA 6781	NR_106839		ENSG00000278447
HGNC:50270	MIR6782	microRNA 6782	NR_106840		ENSG00000275107
HGNC:50159	MIR6783	microRNA 6783	NR_106841		ENSG00000278223
HGNC:49988	MIR6784	microRNA 6784	NR_106842		ENSG00000277249
HGNC:50206	MIR6785	microRNA 6785	NR_106843		ENSG00000284595
HGNC:49970	MIR6786	microRNA 6786	NR_106844		ENSG00000277784
HGNC:50209	MIR6787	microRNA 6787	NR_106845		ENSG00000284574
HGNC:50078	MIR6788	microRNA 6788	NR_106846		ENSG00000274838
HGNC:50094	MIR6789	microRNA 6789	NR_106847		ENSG00000284129
HGNC:50161	MIR6790	microRNA 6790	NR_106848		ENSG00000273758
HGNC:50097	MIR6791	microRNA 6791	NR_106849		ENSG00000283950
HGNC:50054	MIR6792	microRNA 6792	NR_106850		ENSG00000273657
HGNC:50251	MIR6793	microRNA 6793	NR_106851		ENSG00000275640
HGNC:50117	MIR6794	microRNA 6794	NR_106852		ENSG00000276181
HGNC:50031	MIR6795	microRNA 6795	NR_106853		ENSG00000275711
HGNC:50186	MIR6796	microRNA 6796	NR_106854		ENSG00000275652
HGNC:50169	MIR6797	microRNA 6797	NR_106855		ENSG00000276926
HGNC:50013	MIR6798	microRNA 6798	NR_106856		ENSG00000273898
HGNC:50162	MIR6799	microRNA 6799	NR_106857		ENSG00000276270
HGNC:50042	MIR6800	microRNA 6800	NR_106858		ENSG00000284114
HGNC:50178	MIR6801	microRNA 6801	NR_106859		ENSG00000274380
HGNC:50154	MIR6802	microRNA 6802	NR_106860		ENSG00000278328
HGNC:50035	MIR6803	microRNA 6803	NR_106861		ENSG00000278264
HGNC:50253	MIR6804	microRNA 6804	NR_106862		ENSG00000275519
HGNC:50215	MIR6805	microRNA 6805	NR_106863		ENSG00000284029
HGNC:49937	MIR6806	microRNA 6806	NR_106864		ENSG00000277588
HGNC:50191	MIR6807	microRNA 6807	NR_106865		ENSG00000275924
HGNC:50046	MIR6808	microRNA 6808	NR_106866		ENSG00000284372
HGNC:49926	MIR6809	microRNA 6809	NR_106867		ENSG00000275458
HGNC:49987	MIR6810	microRNA 6810	NR_106868		ENSG00000278524
HGNC:49944	MIR6811	microRNA 6811	NR_106869		ENSG00000277842
HGNC:50116	MIR6812	microRNA 6812	NR_106870		ENSG00000273555
HGNC:50017	MIR6813	microRNA 6813	NR_106871		ENSG00000274034
HGNC:50145	MIR6814	microRNA 6814	NR_106872		ENSG00000275166
HGNC:50225	MIR6815	microRNA 6815	NR_106873		ENSG00000275167
HGNC:50256	MIR6816	microRNA 6816	NR_106874		ENSG00000278278
HGNC:50112	MIR6817	microRNA 6817	NR_106875		ENSG00000277872
HGNC:49940	MIR6818	microRNA 6818	NR_106876		ENSG00000275818
HGNC:50155	MIR6819	microRNA 6819	NR_106877		ENSG00000278420
HGNC:50095	MIR6820	microRNA 6820	NR_106878		ENSG00000284289
HGNC:49980	MIR6821	microRNA 6821	NR_106879		ENSG00000276753
HGNC:49999	MIR6822	microRNA 6822	NR_106880		ENSG00000284158
HGNC:49952	MIR6823	microRNA 6823	NR_106881		ENSG00000278799
HGNC:49946	MIR6824	microRNA 6824	NR_106882		ENSG00000284364
HGNC:50208	MIR6825	microRNA 6825	NR_106883		ENSG00000275067
HGNC:50001	MIR6826	microRNA 6826	NR_106884		ENSG00000278658
HGNC:50234	MIR6827	microRNA 6827	NR_106885		ENSG00000277723
HGNC:50057	MIR6828	microRNA 6828	NR_106886		ENSG00000283474
HGNC:50055	MIR6829	microRNA 6829	NR_106887		ENSG00000276489
HGNC:49966	MIR6830	microRNA 6830	NR_106888		ENSG00000283678
HGNC:49936	MIR6831	microRNA 6831	NR_106889		ENSG00000283717
HGNC:50140	MIR6832	microRNA 6832	NR_106890		ENSG00000274494
HGNC:50245	MIR6833	microRNA 6833	NR_106891		ENSG00000277264
HGNC:50108	MIR6834	microRNA 6834	NR_106892		ENSG00000284064
HGNC:49963	MIR6835	microRNA 6835	NR_106893		ENSG00000276404
HGNC:50067	MIR6836	microRNA 6836	NR_106895		ENSG00000284047
HGNC:50125	MIR6837	microRNA 6837	NR_106896		ENSG00000284067
HGNC:50050	MIR6838	microRNA 6838	NR_106897		ENSG00000283969
HGNC:49953	MIR6839	microRNA 6839	NR_106898		ENSG00000275667
HGNC:50138	MIR6840	microRNA 6840	NR_106899		ENSG00000284012
HGNC:50070	MIR6841	microRNA 6841	NR_106900		ENSG00000283327
HGNC:50254	MIR6842	microRNA 6842	NR_106901		ENSG00000273836
HGNC:50240	MIR6843	microRNA 6843	NR_106902		ENSG00000284280
HGNC:50135	MIR6844	microRNA 6844	NR_106903		ENSG00000284087
HGNC:49956	MIR6845	microRNA 6845	NR_106904		ENSG00000284142
HGNC:50026	MIR6846	microRNA 6846	NR_106905		ENSG00000277888
HGNC:50022	MIR6847	microRNA 6847	NR_106906		ENSG00000284200
HGNC:50176	MIR6848	microRNA 6848	NR_106907		ENSG00000284229
HGNC:49991	MIR6849	microRNA 6849	NR_106908		ENSG00000283770
HGNC:50093	MIR6850	microRNA 6850	NR_106909		ENSG00000283764
HGNC:50083	MIR6851	microRNA 6851	NR_106910		ENSG00000275651
HGNC:49993	MIR6852	microRNA 6852	NR_106911		ENSG00000284195
HGNC:49945	MIR6853	microRNA 6853	NR_106912		ENSG00000273945
HGNC:50084	MIR6854	microRNA 6854	NR_106913		ENSG00000278412
HGNC:50061	MIR6855	microRNA 6855	NR_106914		ENSG00000276124
HGNC:50242	MIR6856	microRNA 6856	NR_106915		ENSG00000277713
HGNC:50263	MIR6857	microRNA 6857	NR_106916		ENSG00000278204
HGNC:50250	MIR6858	microRNA 6858	NR_106917		ENSG00000276350
HGNC:50039	MIR6859-1	microRNA 6859-1	NR_106918		ENSG00000278267
HGNC:49954	MIR6859-2	microRNA 6859-2	NR_107062		ENSG00000273874
HGNC:50248	MIR6859-3	microRNA 6859-3	NR_107063		ENSG00000275449
HGNC:50840	MIR6859-4	microRNA 6859-4	NR_128720		ENSG00000278739
HGNC:50086	MIR6860	microRNA 6860	NR_106920		ENSG00000283326
HGNC:50129	MIR6861	microRNA 6861	NR_106921		ENSG00000283793
HGNC:50052	MIR6862-1	microRNA 6862-1	NR_106922		ENSG00000275429
HGNC:50192	MIR6862-2	microRNA 6862-2	NR_107058		ENSG00000278340
HGNC:49942	MIR6863	microRNA 6863	NR_106923		ENSG00000283471
HGNC:50226	MIR6864	microRNA 6864	NR_106924		ENSG00000274300
HGNC:50182	MIR6865	microRNA 6865	NR_106925		ENSG00000278517
HGNC:49932	MIR6866	microRNA 6866	NR_106926		ENSG00000284144
HGNC:50134	MIR6867	microRNA 6867	NR_106927		ENSG00000274621
HGNC:50096	MIR6868	microRNA 6868	NR_106928		ENSG00000275360
HGNC:50056	MIR6869	microRNA 6869	NR_106929		ENSG00000284436
HGNC:50184	MIR6870	microRNA 6870	NR_106930		ENSG00000273745
HGNC:49964	MIR6871	microRNA 6871	NR_106931		ENSG00000276169
HGNC:50037	MIR6872	microRNA 6872	NR_106932		ENSG00000283848
HGNC:50231	MIR6873	microRNA 6873	NR_106933		ENSG00000284517
